flow_title,flow_notes,flow_account_name,flow_amount,flow_date_of_transaction,flow_time_of_transaction_optional,flow_date_of_transaction_iso_8601,flow_category_optional
Heladería Chungo,,Efectivo,-4147.00,2026-07-13,16:01:27,,Aperitivos
Mostaza,,Principal,-49777.00,2026-07-13,18:58:40,,Comer fuera
Mercado Libre,,Principal,-89241.00,2026-07-13,19:43:56,,Compras
BA Taxi,,Principal,-15891.00,2026-07-14,07:03:49,,Transporte
Ninina,,Efectivo,-9200.00,2026-07-14,08:32:55,,Bebidas
Seguro del auto,,Principal,-86000.00,2026-07-14,10:00:00,,Seguros
Mercado Libre,,Principal,-53580.00,2026-07-15,16:55:11,,Compras
Cuervo café,,Efectivo,-5800.00,2026-07-16,11:22:03,,Bebidas
Guitar Center strings,,Principal,-28554.00,2026-07-16,18:22:05,,Aficiones
Cuervo café,,Principal,-5800.00,2026-07-17,08:28:20,,Bebidas
Extracción efectivo,,Principal,-40000.00,2026-07-17,14:26:56,,
Extracción efectivo,,Efectivo,40000.00,2026-07-17,14:26:56,,
BA Taxi,,Efectivo,-17814.00,2026-07-17,18:00:05,,Transporte
Personal móvil,,Principal,-28400.00,2026-07-18,09:45:00,,Suministros
SUBE subte,,Principal,-1910.00,2026-07-18,13:56:23,,Transporte
Jumbo,,Principal,-67613.00,2026-07-19,12:45:38,,Compra
Flybondi AEP–BRC,,Principal,-186000.00,2026-07-20,06:40:00,,Viajes
Edenor luz,,Principal,-81663.00,2026-07-20,14:10:00,,Suministros
Airbnb Bariloche,5 noches,Principal,-420000.00,2026-07-20,18:20:00,,Viajes
Ninina,,Principal,-9200.00,2026-07-21,08:39:48,,Bebidas
Cerro Catedral day pass,,Principal,-62000.00,2026-07-21,15:28:17,,Entretenimiento
Cena El Boliche de Alberto,,Principal,-48000.00,2026-07-21,18:03:45,,Comer fuera
Café Martínez,,Principal,-6200.00,2026-07-22,08:32:10,,Bebidas
AySA agua,,Principal,-18500.00,2026-07-22,13:00:00,,Suministros
Almuerzo Puerto Moreno,,Principal,-32500.00,2026-07-22,16:36:30,,Comer fuera
Souvenirs centro cívico,,Principal,-27800.00,2026-07-22,18:37:29,,Compras
Ninina,,Principal,-9200.00,2026-07-23,10:34:52,,Bebidas
Taxi Bariloche,,Principal,-9600.00,2026-07-23,12:33:59,,Transporte
Chocolate Rapa Nui,,Principal,-18400.00,2026-07-23,22:31:13,,Aperitivos
Cena El Boliche de Alberto,,Principal,-51200.00,2026-07-24,14:29:55,,Comer fuera
Starbucks,,Efectivo,-8100.00,2026-07-25,09:06:02,,Bebidas
Sueldo,,Principal,3193655.82,2026-07-25,09:15:00,,Nómina
Extracción cajero,,Principal,-80000.00,2026-07-25,12:30:00,,
Extracción cajero,,Efectivo,80000.00,2026-07-25,12:30:00,,
Ahorro mensual,,Principal,-200000.00,2026-07-25,12:35:00,,
Ahorro mensual,,Ahorros,200000.00,2026-07-25,12:35:00,,
Panadería,,Principal,-8927.00,2026-07-25,17:57:30,,Aperitivos
Flybondi BRC–AEP,,Principal,-186000.00,2026-07-25,22:46:34,,Viajes
YPF,,Principal,-50802.00,2026-07-26,10:01:56,,Gasolina
Havanna café,,Principal,-7400.00,2026-07-26,10:08:58,,Bebidas
Partido River,,Principal,-42000.00,2026-07-26,19:23:47,,Entretenimiento
Carrefour,,Principal,-64163.00,2026-07-26,19:53:45,,Compra
El Club de la Milanesa,,Principal,-47071.00,2026-07-26,20:07:24,,Comer fuera
BA Taxi,,Principal,-11322.00,2026-07-27,07:50:19,,Transporte
Ninina,,Principal,-9200.00,2026-07-27,08:23:06,,Bebidas
Jumbo,,Principal,-44149.00,2026-07-27,16:46:46,,Compra
Medialunas,,Efectivo,-7222.00,2026-07-27,17:11:26,,Aperitivos
Medialunas,,Principal,-4851.00,2026-07-28,18:24:08,,Aperitivos
Café Martínez,,Principal,-6200.00,2026-07-29,11:10:42,,Bebidas
Uber,,Principal,-14296.00,2026-07-29,22:38:07,,Transporte
PedidosYa,,Principal,-54568.00,2026-07-30,14:51:20,,Comer fuera
Heladería Chungo,,Efectivo,-11863.00,2026-07-31,16:14:34,,Aperitivos
Alquiler departamento,"Palermo, CABA",Principal,-850000.00,2026-08-01,08:15:00,,Alquiler
Smart Fit,,Principal,-55000.00,2026-08-01,08:20:00,,Fitness
Starbucks,,Principal,-8100.00,2026-08-01,10:36:54,,Bebidas
Recital Niceto,,Principal,-28000.00,2026-08-01,20:13:39,,Entretenimiento
iCloud+,,Principal,-2499.00,2026-08-02,00:05:12,,Suscripciones online
Starbucks,,Principal,-8100.00,2026-08-02,08:25:47,,Bebidas
Zara,,Principal,-87346.00,2026-08-02,12:22:49,,Compras
Siga la Vaca,,Efectivo,-46663.00,2026-08-02,15:00:02,,Comer fuera
Colectivo,,Principal,-1705.00,2026-08-02,22:26:56,,Transporte
Cuervo café,,Principal,-5800.00,2026-08-03,11:49:29,,Bebidas
Burger King,,Principal,-43812.00,2026-08-03,13:05:43,,Comer fuera
Kiosco,,Principal,-7816.00,2026-08-03,16:56:13,,Aperitivos
Museo MALBA,,Principal,-6000.00,2026-08-03,20:47:16,,Entretenimiento
Uber,,Principal,-18090.00,2026-08-04,16:49:55,,Transporte
Guitar Center strings,,Principal,-18142.00,2026-08-04,21:49:39,,Aficiones
Netflix,,Principal,-12999.00,2026-08-05,00:08:40,,Suscripciones online
Cuervo café,,Principal,-5800.00,2026-08-05,11:59:11,,Bebidas
Easy,,Principal,-69477.00,2026-08-05,14:03:40,,Compras
Coto,,Principal,-85821.00,2026-08-05,19:09:07,,Compra
Fibertel internet,,Principal,-45000.00,2026-08-06,10:00:00,,Suministros
Axion,,Principal,-46632.00,2026-08-06,10:02:37,,Gasolina
Havanna café,,Principal,-7400.00,2026-08-06,10:33:01,,Bebidas
Heladería Chungo,,Principal,-7346.00,2026-08-06,16:28:40,,Aperitivos
Cabify,,Principal,-15109.00,2026-08-07,10:15:14,,Transporte
Don Julio (barra),,Efectivo,-32253.00,2026-08-07,13:48:34,,Comer fuera
Extracción efectivo,,Principal,-40000.00,2026-08-07,14:58:28,,
Extracción efectivo,,Efectivo,40000.00,2026-08-07,14:58:28,,
Mercado Libre,,Principal,-44077.00,2026-08-07,15:29:35,,Compras
Siga la Vaca,,Principal,-44301.00,2026-08-08,13:18:36,,Comer fuera
Coto,,Principal,-83576.00,2026-08-08,15:44:16,,Compra
Regalo papá,Día del Padre,Principal,-38500.00,2026-08-08,17:07:33,,Regalos
Heladería Chungo,,Efectivo,-11736.00,2026-08-08,17:18:03,,Aperitivos
Spotify,,Principal,-7999.00,2026-08-09,00:03:21,,Suscripciones online
YPF,,Principal,-47539.00,2026-08-09,10:16:33,,Gasolina
Disco,,Principal,-81227.00,2026-08-09,11:05:35,,Compra
Donación mensual,Cruz Roja Argentina,Principal,-8000.00,2026-08-10,11:30:00,,Donaciones
Guerrín,,Principal,-16740.00,2026-08-10,19:00:22,,Comer fuera
Ninina,,Principal,-9200.00,2026-08-11,11:57:45,,Bebidas
Monotributo,,Principal,-52000.00,2026-08-11,16:00:00,,Impuestos
SUBE subte,,Efectivo,-1569.00,2026-08-11,22:55:18,,Transporte
ChatGPT Plus,,Principal,-24900.00,2026-08-12,00:12:00,,Suscripciones online
Café Martínez,,Principal,-6200.00,2026-08-13,11:32:41,,Bebidas
Guerrín,,Principal,-34100.00,2026-08-13,15:16:35,,Comer fuera
Cinemark,,Principal,-14500.00,2026-08-13,15:52:18,,Entretenimiento
Medialunas,,Principal,-11046.00,2026-08-13,16:11:29,,Aperitivos
Cuervo café,,Efectivo,-5800.00,2026-08-14,09:41:48,,Bebidas
YPF,,Principal,-47430.00,2026-08-14,10:48:53,,Gasolina
Panadería,,Principal,-7736.00,2026-08-14,18:10:38,,Aperitivos
BA Taxi,,Principal,-13792.00,2026-08-14,23:00:14,,Transporte
Starbucks,,Principal,-8100.00,2026-08-15,08:40:36,,Bebidas
Guerrín,,Efectivo,-46651.00,2026-08-15,14:07:57,,Comer fuera
Farmacity higiene,,Principal,-12348.00,2026-08-15,14:35:12,,Higiene
Disco,,Principal,-38384.00,2026-08-15,16:23:03,,Compra
Freelance USD,Cliente en el exterior,Dólares,385.22,2026-08-15,17:40:00,,Servicios
Havanna café,,Efectivo,-7400.00,2026-08-16,09:21:19,,Bebidas
Carrefour,,Principal,-82662.00,2026-08-16,13:59:04,,Compra
Lego,,Principal,-36274.00,2026-08-16,14:09:52,,Aficiones
Cabify,,Principal,-17156.00,2026-08-17,08:57:09,,Transporte
Ninina,,Efectivo,-9200.00,2026-08-17,10:36:58,,Bebidas
Coto,,Principal,-87599.00,2026-08-17,11:09:04,,Compra
PedidosYa,,Principal,-49850.00,2026-08-17,16:56:15,,Comer fuera
Personal móvil,,Principal,-28400.00,2026-08-18,09:45:00,,Suministros
Ninina,,Efectivo,-9200.00,2026-08-18,11:26:58,,Bebidas
Cabify,,Principal,-9956.00,2026-08-18,20:14:27,,Transporte
Lego,,Principal,-12817.00,2026-08-18,20:41:28,,Aficiones
Museo MALBA,,Principal,-6000.00,2026-08-19,20:02:33,,Entretenimiento
BA Taxi,,Principal,-8572.00,2026-08-19,23:52:50,,Transporte
YPF,,Principal,-42633.00,2026-08-20,13:49:06,,Gasolina
Edenor luz,,Principal,-63376.00,2026-08-20,14:10:00,,Suministros
Kiosco,,Principal,-7349.00,2026-08-20,17:38:27,,Aperitivos
Colectivo,,Principal,-2104.00,2026-08-20,18:06:36,,Transporte
Guerrín,,Principal,-55201.00,2026-08-20,19:52:56,,Comer fuera
Havanna café,,Principal,-7400.00,2026-08-21,11:59:40,,Bebidas
Cuervo café,,Principal,-5800.00,2026-08-22,10:11:08,,Bebidas
AySA agua,,Principal,-18500.00,2026-08-22,13:00:00,,Suministros
Museo MALBA,,Principal,-6000.00,2026-08-22,17:58:49,,Entretenimiento
BA Taxi,,Principal,-15805.00,2026-08-23,08:15:45,,Transporte
YPF,,Principal,-56630.00,2026-08-23,12:43:14,,Gasolina
Coto,,Principal,-44366.00,2026-08-23,14:32:37,,Compra
Panadería,,Principal,-7554.00,2026-08-23,16:36:21,,Aperitivos
Siga la Vaca,,Principal,-33795.00,2026-08-23,20:31:50,,Comer fuera
Café Martínez,,Efectivo,-6200.00,2026-08-24,09:57:33,,Bebidas
Mostaza,,Principal,-52459.00,2026-08-24,12:56:32,,Comer fuera
Café Martínez,,Principal,-6200.00,2026-08-25,08:12:18,,Bebidas
Sueldo,,Principal,3178165.86,2026-08-25,09:15:00,,Nómina
Extracción cajero,,Principal,-80000.00,2026-08-25,12:30:00,,
Extracción cajero,,Efectivo,80000.00,2026-08-25,12:30:00,,
Ahorro mensual,,Principal,-200000.00,2026-08-25,12:35:00,,
Ahorro mensual,,Ahorros,200000.00,2026-08-25,12:35:00,,
Ninina,,Principal,-9200.00,2026-08-26,10:49:22,,Bebidas
Cabify,,Efectivo,-16082.00,2026-08-26,16:33:00,,Transporte
Havanna café,,Principal,-7400.00,2026-08-27,11:41:59,,Bebidas
Uber,,Principal,-7679.00,2026-08-27,19:09:30,,Transporte
Café Martínez,,Principal,-6200.00,2026-08-28,11:02:43,,Bebidas
Extracción efectivo,,Principal,-40000.00,2026-08-28,14:38:52,,
Extracción efectivo,,Efectivo,40000.00,2026-08-28,14:38:52,,
Libros Gandhi,,Principal,-35450.00,2026-08-28,15:58:41,,Aficiones
BA Taxi,,Principal,-10405.00,2026-08-28,23:54:13,,Transporte
Starbucks,,Principal,-8100.00,2026-08-29,11:06:59,,Bebidas
BA Taxi,,Efectivo,-18224.00,2026-08-29,15:49:51,,Transporte
El Club de la Milanesa,,Efectivo,-36782.00,2026-08-29,17:34:31,,Comer fuera
Carrefour,,Principal,-97626.00,2026-08-30,17:37:19,,Compra
Cabify,,Efectivo,-11897.00,2026-08-31,07:09:39,,Transporte
Starbucks,,Efectivo,-8100.00,2026-08-31,10:35:59,,Bebidas
Alquiler departamento,"Palermo, CABA",Principal,-850000.00,2026-09-01,08:15:00,,Alquiler
Smart Fit,,Principal,-55000.00,2026-09-01,08:20:00,,Fitness
Café Martínez,,Efectivo,-6200.00,2026-09-01,10:34:30,,Bebidas
iCloud+,,Principal,-2499.00,2026-09-02,00:05:12,,Suscripciones online
Cuervo café,,Efectivo,-5800.00,2026-09-02,11:13:21,,Bebidas
Burger King,,Principal,-22798.00,2026-09-02,19:57:01,,Comer fuera
Cabify,,Efectivo,-16561.00,2026-09-02,21:34:26,,Transporte
Colectivo,,Principal,-1417.00,2026-09-03,13:35:54,,Transporte
Don Julio (barra),,Principal,-24779.00,2026-09-03,14:00:52,,Comer fuera
Recital Niceto,,Principal,-28000.00,2026-09-03,16:24:25,,Entretenimiento
Havanna café,,Principal,-7400.00,2026-09-04,10:43:07,,Bebidas
Extracción efectivo,,Principal,-40000.00,2026-09-04,13:34:47,,
Extracción efectivo,,Efectivo,40000.00,2026-09-04,13:34:47,,
SUBE subte,,Principal,-2092.00,2026-09-04,21:56:02,,Transporte
Netflix,,Principal,-12999.00,2026-09-05,00:08:40,,Suscripciones online
Disco,,Principal,-69684.00,2026-09-05,12:08:34,,Compra
Mostaza,,Principal,-30400.00,2026-09-05,17:31:07,,Comer fuera
Fibertel internet,,Principal,-45000.00,2026-09-06,10:00:00,,Suministros
Mercado Libre,,Principal,-52294.00,2026-09-06,18:01:02,,Compras
Colectivo,,Principal,-1576.00,2026-09-06,22:07:25,,Transporte
Cuervo café,,Principal,-5800.00,2026-09-07,08:33:21,,Bebidas
Disco,,Principal,-84172.00,2026-09-08,19:10:08,,Compra
Uber,,Principal,-7617.00,2026-09-08,21:14:40,,Transporte
Spotify,,Principal,-7999.00,2026-09-09,00:03:21,,Suscripciones online
Uber,,Principal,-7294.00,2026-09-09,08:00:19,,Transporte
Donación mensual,Cruz Roja Argentina,Principal,-8000.00,2026-09-10,11:30:00,,Donaciones
PedidosYa,,Efectivo,-39442.00,2026-09-10,14:14:47,,Comer fuera
Uniqlo,,Principal,-71821.00,2026-09-10,16:43:37,,Compras
Ninina,,Principal,-9200.00,2026-09-11,10:29:52,,Bebidas
Mercado Libre,,Principal,-85977.00,2026-09-11,13:13:58,,Compras
BA Taxi,,Principal,-7870.00,2026-09-11,16:37:47,,Transporte
ChatGPT Plus,,Principal,-24900.00,2026-09-12,00:12:00,,Suscripciones online
Cuervo café,,Principal,-5800.00,2026-09-12,09:19:19,,Bebidas
BA Taxi,,Principal,-12109.00,2026-09-12,13:24:28,,Transporte
Disco,,Principal,-42074.00,2026-09-12,16:02:52,,Compra
Medialunas,,Principal,-6021.00,2026-09-12,17:56:15,,Aperitivos
Burger King,,Principal,-26292.00,2026-09-12,21:46:15,,Comer fuera
YPF,,Principal,-46824.00,2026-09-13,10:12:06,,Gasolina
Ninina,,Principal,-9200.00,2026-09-13,11:56:11,,Bebidas
Mercado Libre,,Principal,-51491.00,2026-09-13,20:12:39,,Compras
Cuervo café,,Principal,-5800.00,2026-09-14,09:19:23,,Bebidas
Rappi,,Principal,-47836.00,2026-09-14,13:57:38,,Comer fuera
SUBE subte,,Principal,-1341.00,2026-09-14,21:01:26,,Transporte
